issue_type,code,description,current_value,suggested_fix,severity
unit_rare_or_empty,FBY010c,"Suministro y montaje de tabique múltiple, de 130 mm de espesor total, con nivel de calidad del acabado estándar (Q2), sobre banda acústica, formado por una estructura simple de perfiles de chapa de ac","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FBY010d,"Suministro y montaje de tabique sencillo, de 78 mm de espesor total, con nivel de calidad del acabado estándar (Q2), sobre banda acústica, formado por una estructura simple de perfiles de chapa de ace","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FBY017,"Suministro y montaje de bastidor metálico, W221 ""KNAUF"", como soporte de lavabo suspendido, fijado sobre el sistema de tabique técnico ""KNAUF"", de 575 mm de anchura y 1050 mm de altura. Incluso anclaj","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB010,"Suministro y montaje de balaustrada recta formada por balaustres prefabricados de hormigón blanco de sección circular de 50 cm de altura y 13 cm de diámetro, recibida con mortero de cemento y cal, M-5","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB010b,"Suministro y montaje de balaustrada recta formada por balaustres prefabricados de hormigón blanco de sección circular de 70 cm de altura y 15 cm de diámetro, recibida con mortero de cemento y cal M-5 ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB010d,"Suministro y montaje de balaustrada recta formada por balaustres de piedra natural de Santanyí de sección circular de 11x11x80 cm, y recibida con mortero de cemento y cal, M-5 y cemento cola. Incluso ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB010e,"Suministro y montaje de balaustrada recta formada por balaustres prefabricados de hormigón imitación Santanyí de sección circular de 70 cm de altura y 15 cm de diámetro, recibida con mortero de cement","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB011,Suministro y montaje de columna moldurada para balaustrada de prefabricados de hormigón imitación Santanyí de 70x25x11 cm recibida con mortero de cemento y cal M-5 y cemento cola. Incluso zócalo de 20,"unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB020,"Suministro y montaje de pilastra prefabricada de hormigón para balaustrada de sección cuadrada de 25x25x100 cm, colocada en cerramientos y recibida con mortero de cemento y cal, industrial, M-5 y ceme","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB020b,"Suministro y montaje de pilastra de piedra natural de Santanyí para balaustrada de sección cuadrada de 25x25x70 cm, colocada en cerramientos y recibida con mortero de cemento y cal, industrial, M-5, y","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDB020c,"Suministro y montaje de pilastra prefabricada de hormigón para balaustrada de sección cuadrada de 25x25x70 cm, colocada en cerramientos y recibida con mortero de cemento y cal, industrial, M-5, y ceme","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDC010,"Suministro y montaje de puerta arrollable de lamas de chapa de acero galvanizado, panel ciego, 300x220 cm, acabado galvanizado sendzimir, apertura manual. Incluso cajón recogedor forrado, torno, muell","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDC010b,"Suministro y montaje de puerta arrollable de varillas de acero zincado, color plata, malla en forma de aros, 300x220 cm, apertura manual. Incluso cajón recogedor forrado, torno, muelles de torsión de ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDC010c,"Suministro y montaje de puerta extensible de ballesta, articulado replegable, formado por perfiles en U de 20x10x1,5 mm 300x220 cm, acabado galvanizado sendzimir. Incluso cerco, guía inferior abatible","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD010,"Suministro y colocación de barandilla de fachada en forma recta, de 60 cm de altura, formada por: bastidor compuesto de barandal superior e inferior, montantes, barrotes verticales y pasamanos de cuad","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD010a,"Suministro y colocación de barandilla de fachada en forma recta, de 100 cm de altura, formada por: bastidor compuesto de barandal superior e inferior de cuadradillo de perfil macizo de acero laminado ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD010b,"Suministro y colocación de barandilla de fachada en forma recta, de 100 cm de altura, formada por: bastidor compuesto de barandal superior e inferior, montantes, barrotes verticales y pasamanos de cua","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD020,"Suministro y colocación de barandilla de fachada en forma recta, de 100 cm de altura, de aluminio lacado color blanco, formada por: bastidor compuesto de barandal superior e inferior de perfil cuadrad","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD040,"Suministro y colocación de barandilla de fachada en forma recta, de 100 cm de altura, de acero inoxidable AISI 304 acabado brillante, formada por: montantes verticales provistos de remate superior inc","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD100b,"Suministro y colocación de barandilla metálica de tubo hueco de acero laminado en frío de 100 cm de altura, con bastidor sencillo, formado por barandal superior de 40x40x2 mm, para recibir pasamanos d","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD100c,"Suministro y colocación de barandilla metálica de tubo hueco de acero laminado en frío de 100 cm de altura, con bastidor sencillo, formado por barandal superior de 100x40x2 mm, que hace de pasamanos, ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD105,"Suministro y colocación de barandilla para escalera recta de un tramo, de 100 cm de altura, formada por: bastidor compuesto de barandal superior e inferior de pletina de perfil macizo de hierro forjad","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDD110,"Suministro y colocación de barandilla de aluminio lacado color blanco de 100 cm de altura, con bastidor sencillo, formado por barandal superior que hace de pasamanos y barandal inferior; montantes ver","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDR010,"Reja metálica compuesta por bastidor de cuadradillo de perfil macizo de acero laminado en caliente de 12x12 mm, barrotes horizontales y verticales de cuadradillo de perfil macizo de acero laminado en ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ020b,"Formación de cerramiento de fachada realizado con fábrica de bloque cerámico de celosía decorativa, color rojo natural, acabado mate, de 25x25x10 cm, con piezas complementarias de remate o pasamanos d","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ020c,"Formación de cerramiento de fachada realizado con fábrica de bloque cerámico de celosía decorativa, vidriada esmaltada, de 25x25x10 cm, con piezas complementarias de remate o pasamanos de 12 cm de anc","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ020d,"Formación de cerramiento de fachada realizado con fábrica de bloque prefabricado de hormigón blanco de celosía decorativa, imitación Santanyí, de 40x40x8,5 cm, con piezas complementarias de remate o p","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ030,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 40x40 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ030b,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 60x60 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ030c,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 50x50 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FDZ030d,"Suministro y montaje de persiana de lamas fijas prefabricada de hormigón de 20x40 cm, de color gris, recibida con mortero de cemento, industrial, M-5. Totalmente montada.","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEA020,"Ejecución de muro de 20 cm de espesor de fábrica armada de bloque de hormigón tipo italiano, de carga, para revestir, color gris, 40x20x20 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fabr","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEA020b,"Ejecución de muro de 25 cm de espesor de fábrica armada de bloque de hormigón tipo italiano, de carga, para revestir, color gris, 40x20x25 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fabr","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF010,"Ejecución de muro de 11,5 cm de espesor de fábrica de ladrillo cerámico perforado panal doble, para revestir, 24x19x11,5 cm, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF010a,"Ejecución de muro de 14 cm de espesor de fábrica de ladrillo cerámico hueco de carga H-20, para revestir, 24x19x14 cm, resistencia a compresión 8 N/mm², recibida con mortero de cemento industrial, col","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF010b,"Ejecución de muro de 20 cm de espesor de fábrica de ladrillo cerámico hueco H-16, para revestir, 24x19x14 cm, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de replanteo, niv","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF010c,"Ejecución de muro de 14 cm de espesor de fábrica de ladrillo cerámico hueco H-16, para revestir, 24x19x14 cm, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de replanteo, niv","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF012,"Ejecución de muro de 14 cm de espesor de fábrica de ladrillo cerámico perforado panal, 14x19x29 cm, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de replanteo, nivelación y ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF020b,"Ejecución de muro de carga de 25 cm de espesor de fábrica de bloque de hormigón tipo alemán, de carga, color gris, 40x20x25 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF020c,"Ejecución de muro de carga de 20 cm de espesor de fábrica de bloque de hormigón tipo alemán, de carga, color gris, 50x20x20 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF020e,"Ejecución de muro de carga de 25 cm de espesor de fábrica de bloque de hormigón tipo italiano, de carga, para revestir, color gris, 40x20x25 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fa","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF020f,"Ejecución de muro de carga de 20 cm de espesor de fábrica de bloque de hormigón tipo italiano, de carga, para revestir, color gris, 50x20x20 cm, categoría I, resistencia normalizada R10 (10 N/mm²), fa","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF023,"Muro de contención de bloque de 25 cms de espesor de hormigón vibrado tipo H de encofrado perdido de 25x20x50, color gris, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava cali","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF024,"Muro de contención de bloque de 20 cms de espesor de hormigón vibrado tipo H de encofrado perdido de 20x20x50, color gris, categoría I, resistencia normalizada R10 (10 N/mm²), fabricado con grava cali","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF030,"Ejecución de muro de 19 cm de espesor de fábrica de bloque de termoarcilla, 30x19x19 cm, para revestir, de carga, resistencia a compresión 10 N/mm², recibida con mortero de cemento industrial, color g","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF030b,"Ejecución de muro 24 cm de espesor de fábrica de bloque de termoarcilla, 30x19x24 cm, para revestir,de carga, resistencia a compresión 10 N/mm², recibida con mortero de cemento industrial, color gris,","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF030c,"Ejecución de muro de 29 cm de espesor de fábrica de bloque de termoarcilla, 30x19x29 cm, para revestir, de carga, resistencia a compresión 10 N/mm², recibida con mortero de cemento industrial, color g","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF032,"Ejecución de muro de 24 cm de espesor de fábrica de ladrillo cerámico perforado panal doble acústico, para revestir, 24x19x29 cm, de carga, resistencia a compresión 25 N/mm², recibida con mortero de c","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FEF033,"Ejecución de muro de 20 cm de espesor de fábrica de ladrillo cerámico hueco de carga H-20, para revestir, 24x19x14 cm, resistencia a compresión 8 N/mm², recibida con mortero de cemento industrial, col","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFD020,"Ejecución de muro de 12 cm de espesor de fábrica, de bloque de hormigón ligero con arcilla expandida, multicámaras, para revestir, 50x20x12 cm, recibida con mortero de cemento industrial, color gris, ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFD040,"Ejecución de fabrica de 14 cm de espesor, de fábrica de bloque de termoarcilla, 30x19x14 cm, para revestir, recibida con mortero de cemento industrial, color gris, M-5. Incluso p/p de replanteo, nivel","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP040,"Formación de fábrica de marés de 5 cm de espesor, con piezas de marés de Porreres, de 5x40x80 cm, recibida con mortero de cemento mallorquín y yeso de construcción B1. Incluso p/p de replanteo, nivela","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP040b,"Formación de fábrica de marés de 7 cm de espesor, con piezas de marés de Porreres, de 7x40x80 cm, recibida con mortero de cemento mallorquín y yeso de construcción B1. Incluso p/p de replanteo, nivela","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP041,"Ejecución fábrica de marés de 30 cm de espesor, de pieza de mares blanco, de 40x80x30 cm, (gruix de emperador) con junta de ancha, recibida con mortero de cemento mallorquín y arena confeccionado en o","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP042,"Ejecución fábrica de marés de 25 cm de espesor, de pieza de mares blanco, de 40x80x25 cm, (gruix de rei) con junta de ancha, recibida con mortero de cemento mallorquín y arena confeccionado en obra,y ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP043,"Ejecución fábrica de marés de 20 cm de espesor, de pieza de mares blanco, de 40x80x20 cm, (canto de pam o gruix de vint) con junta de ancha, recibida con mortero de cemento mallorquín y arena confecci","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP044,"Ejecución fábrica de marés de 15 cm de espesor, de pieza de mares blanco, de 40x80x15 cm, (gruix ordinari) con junta de ancha, recibida con mortero de cemento mallorquín y arena confeccionado en obra,","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFP045,"Ejecución fabrica de marés de 10 cm de espesor, de pieza de mares blanco, de 40x80x10 cm, (gruix tresperdos) con junta de ancha, recibida con mortero de cemento mallorquín y arena confeccionado en obr","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010,"Fábrica de ladrillo de 5 cm de espesor de fábrica, de ladrillo cerámico Super 5, para revestir,5x19x33 cm, recibida con mortero de cemento portland y arena, dosificación 1:6, con banda elástica, de ba","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010b,"Fábrica de ladrillo de 6,7 cm de espesor de fábrica, de ladrillo cerámico Super 6,7, para revestir, 6,7x19x33 cm, recibida con mortero de cemento portland y arena, dosificación 1:6, con banda elástica","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010d,"Fábrica de ladrillo de 8 cm de espesor de fábrica, de ladrillo cerámico Super H-6, para revestir, 8x19x33 cm, recibida con mortero de cemento portland y arena, dosificación 1:6, con banda elástica, de","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010e1,"Formación de hoja de partición interior de 10 cm de espesor de fábrica, de ladrillo cerámico hueco doble Tochana H8, para revestir, 24x14x10 cm, recibida con mortero de cemento industrial M-5, suminis","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010e2,"Formación de hoja de partición interior de 10 cm de espesor de fábrica, de ladrillo cerámico hueco Super H-8, para revestir, 33x19x10 cm, recibida con mortero de cemento industrial M-5, suministrado a","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010g,"Fábrica de ladrillo de 8 cm de espesor de fábrica, de ladrillo cerámico H-6, para revestir, 8x12x24 cm, recibida con mortero de cemento portland y arena, dosificación 1:6. Incluso p/p de replanteo, ni","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010h,"Fábrica de ladrillo de 6,7 cm de espesor de fábrica, de ladrillo cerámico Super 6,7, para revestir, 6,7x14x24 cm, recibida con mortero de cemento portland y arena, dosificación 1:6. Incluso p/p de rep","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ010i,"Fábrica de ladrillo de 8 cm de espesor de fábrica, de ladrillo cerámico Super H-6, para revestir, 8x19x33 cm, recibida con mortero de cemento portland y arena, dosificación 1:6. Incluso p/p de replant","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFQ020b,"Fábrica de bloque de 5 cm de espesor, de bloque de hormigón tipo italiano, para revestir, color gris, 50x20x5 cm, categoría II, resistencia normalizada R10 (10 N/mm²), recibida con mortero de cemento ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFX036c,"Ejecución de fábrica de marés de 20 cm de espesor, con pieza de marés de Porreres, de 40x80x20 cm, con junta de 1 cm, recibida con mortero de cemento mallorquín y arena confeccionado en obra, y ""abeur","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFX045,"Ejecución de muro de 11.5 cm de espesor, de ladrillo panal (gero), cara vista perforado liso, gris, 11.5x10x24 cm, con junta de 1 cm, rehundida, recibida con mortero de cemento industrial, color gris,","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ010,"Ejecución de hoja de 12 cm de espesor de fábrica, de ladrillo cerámico macizo de elaboración mecánica, 25x12x5 cm, recibida con mortero de cemento industrial, color gris, M-5,. Incluso p/p de replante","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ011,"Ejecución de dintel de hormigón de 11,5 cm de espesor para muros que no son de carga, de hasta 2,5 metros de longitud, formado por piezas cerámicas de 11,5x19x24 cm, armado con armadura de punzonamien","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ012,"Ejecución de dintel de hormigón de 14 cm de espesor para muros que no son de carga, de hasta 3 metros de longitud, formado por piezas cerámicas de 11,5x19x24 cm, armado con armadura de punzonamiento d","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020k,"Fábrica de 25 cm de espesor, de bloque de hormigón tipo alemán de grava de mares, para revestir, 40x20x25 cm, categoría II, resistencia normalizada R10 (10 N/mm²), reforzada con armadura de tendel pre","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020l,"Fábrica de 20 cm de espesor de bloque de hormigón tipo alemán de grava de mares, 40x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²), reforzada con armadura de tendel prefabricada de ace","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020n,"Fábrica de 20 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²),reforzada con armadura de tendel prefabricada de ac","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020o,"Fábrica de bloque de 25 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 40x20x25 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020p,"Fábrica de bloque de 20 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x20 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020q,"Fábrica de bloque de 15 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x15 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020r,"Fábrica de bloque de 10 cm de espesor, en cerramiento de fachada, de bloque de hormigón tipo italiano, color gris, 50x20x10 cm, categoría II, resistencia normalizada R10 (10 N/mm²), [n_grava], , recib","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020w,"Fábrica de 10 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x10 cm, categoría II, resistencia normalizada R10 (10 N/mm²), reforzada con armadura de tendel prefabricada de a","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FFZ020x,"Fábrica de 15 cm de espesor de bloque de hormigón tipo italiano de grava de mares, 50x20x15 cm, categoría II, resistencia normalizada R10 (10 N/mm²), reforzada con armadura de tendel prefabricada de a","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
unit_rare_or_empty,FRD050,"Suministro y colocación de forro de dintel de piedra de Santanyí, de 22x5 cm, con goterón y anclaje metálico de acero galvanizado, empotrado en las jambas, recibido con una capa de mortero de cemento ","unit_normalized=None, unit_raw=''","Revisar y mapear a una unidad canonical (ud, m2, m3, ml, kg, t, h, l, %, pa).",warning
