issue_type,code,description,current_value,suggested_fix,severity
similar_description,ISB010b,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 78 mm de diámetro y 4,9 mm de espes","Levenshtein=5 contra código ISB010i1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010c,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 75 mm de diámetro y 3 mm de espesor; unión pegada con adhesivo. Incluso líqui","Levenshtein=4 contra código ISB010e: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010c,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 75 mm de diámetro y 3 mm de espesor; unión pegada con adhesivo. Incluso líqui","Levenshtein=5 contra código ISB010g: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010c,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 75 mm de diámetro y 3 mm de espesor; unión pegada con adhesivo. Incluso líqui","Levenshtein=4 contra código ISB010i: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010c,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 75 mm de diámetro y 3 mm de espesor; unión pegada con adhesivo. Incluso líqui","Levenshtein=5 contra código ISB010w: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010d,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 90 mm de diámetro y 5,1 mm de espes","Levenshtein=4 contra código ISB010h1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010d,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 90 mm de diámetro y 5,1 mm de espes","Levenshtein=4 contra código ISB010i1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010d,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 90 mm de diámetro y 5,1 mm de espes","Levenshtein=5 contra código ISB010g1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010e,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 90 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso líq","Levenshtein=2 contra código ISB010g: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010e,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 90 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso líq","Levenshtein=3 contra código ISB010i: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010e,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 90 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso líq","Levenshtein=2 contra código ISB010w: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010f,"Suministro y montaje de bajante interior de la red de evacuación de aguas pluviales, formada por tubo de PVC, serie B, de 90 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso líqu","Levenshtein=3 contra código ISB010j: 'Suministro y montaje de bajante interior de la red de evacuación de aguas pluviales, formada por tubo de PVC, serie B, d'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010g,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 110 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso lí","Levenshtein=2 contra código ISB010i: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010g,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 110 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso lí","Levenshtein=1 contra código ISB010w: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010h1,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 125 mm de diámetro y 5,6 mm de espe","Levenshtein=4 contra código ISB010i1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010h1,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 125 mm de diámetro y 5,6 mm de espe","Levenshtein=5 contra código ISB010g1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010i,"Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, de 125 mm de diámetro y 3,2 mm de espesor; unión pegada con adhesivo. Incluso lí","Levenshtein=2 contra código ISB010w: 'Suministro y montaje de bajante interior de la red de evacuación de aguas residuales, formada por tubo de PVC, serie B, '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB010i1,"Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de PVC-U, ABS, ASA y PVC-U con carga mineral, de 160 mm de diámetro y 6,3 mm de espe","Levenshtein=4 contra código ISB010g1: 'Suministro y montaje de bajante interior insonorizada de la red de evacuación de aguas residuales, formada por tubo de P'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISB020,"Suministro y montaje de bajante circular de cobre, de Ø 80 mm y 0,60 mm de espesor, para recogida de aguas, formada por piezas preformadas, con sistema de unión mediante abocardado, colocadas con abra","Levenshtein=2 contra código ISB020b: 'Suministro y montaje de bajante circular de cobre, de Ø 100 mm y 0,60 mm de espesor, para recogida de aguas, formada por'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISC010j,"Suministro y montaje de canalón circular de zinctitanio, natural, de desarrollo 280 mm, 0,65 mm de espesor y recorte de baquetón, para recogida de aguas, formado por piezas preformadas, fijadas con so","Levenshtein=2 contra código ISC010k: 'Suministro y montaje de canalón circular de zinctitanio, natural, de desarrollo 330 mm, 0,65 mm de espesor y recorte de '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 50 mm de diámetro y 3 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%, ","Levenshtein=3 contra código ISS010b: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 90 mm de diámetro y '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 50 mm de diámetro y 3 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%, ","Levenshtein=4 contra código ISS010c: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 110 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 50 mm de diámetro y 3 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%, ","Levenshtein=5 contra código ISS010d: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 125 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 50 mm de diámetro y 3 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%, ","Levenshtein=4 contra código ISS010e: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 160 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010b,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 90 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%","Levenshtein=2 contra código ISS010c: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 110 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010b,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 90 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%","Levenshtein=3 contra código ISS010d: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 125 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010b,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 90 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00%","Levenshtein=2 contra código ISS010e: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 160 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010c,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 110 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00","Levenshtein=2 contra código ISS010d: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 125 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010c,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 110 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00","Levenshtein=1 contra código ISS010e: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 160 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010d,"Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 125 mm de diámetro y 3,2 mm de espesor, unión pegada con adhesivo, con una pendiente mínima del 1,00","Levenshtein=2 contra código ISS010e: 'Suministro e instalación de colector suspendido de red horizontal, formado por tubo PVC, serie B de 160 mm de diámetro y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010f,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 78 mm de diámetro y 4,9 mm de espesor, unión a presión con","Levenshtein=4 contra código ISS010g: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010f,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 78 mm de diámetro y 4,9 mm de espesor, unión a presión con","Levenshtein=5 contra código ISS010h: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010f,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 78 mm de diámetro y 4,9 mm de espesor, unión a presión con","Levenshtein=5 contra código ISS010i: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010f,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 78 mm de diámetro y 4,9 mm de espesor, unión a presión con","Levenshtein=5 contra código ISS010j: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010f,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 78 mm de diámetro y 4,9 mm de espesor, unión a presión con","Levenshtein=5 contra código ISS010k: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010g,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 90 mm de diámetro y 5,1 mm de espesor, unión a presión con","Levenshtein=3 contra código ISS010h: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010g,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 90 mm de diámetro y 5,1 mm de espesor, unión a presión con","Levenshtein=4 contra código ISS010i: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010g,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 90 mm de diámetro y 5,1 mm de espesor, unión a presión con","Levenshtein=4 contra código ISS010j: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010g,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 90 mm de diámetro y 5,1 mm de espesor, unión a presión con","Levenshtein=4 contra código ISS010k: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010h,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 110 mm de diámetro y 5,3 mm de espesor, unión a presión co","Levenshtein=3 contra código ISS010i: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010h,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 110 mm de diámetro y 5,3 mm de espesor, unión a presión co","Levenshtein=2 contra código ISS010j: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010h,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 110 mm de diámetro y 5,3 mm de espesor, unión a presión co","Levenshtein=4 contra código ISS010k: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010i,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 125 mm de diámetro y 5,6 mm de espesor, unión a presión co","Levenshtein=4 contra código ISS010j: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010i,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 125 mm de diámetro y 5,6 mm de espesor, unión a presión co","Levenshtein=4 contra código ISS010k: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ISS010j,"Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U con carga mineral de 160 mm de diámetro y 6,3 mm de espesor, unión a presión co","Levenshtein=3 contra código ISS010k: 'Suministro e instalación de colector suspendido insonorizado de red horizontal, formado por tubo PVC-U, ABS, ASA y PVC-U'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITA010,"Suministro e instalación completa de ascensor eléctrico de adherencia de 1 m/s de velocidad, 4 paradas, 320 kg de carga nominal, con capacidad para 4 personas, nivel básico de acabado en cabina de 840","Levenshtein=1 contra código ITA010b: 'Suministro e instalación completa de ascensor eléctrico de adherencia de 1 m/s de velocidad, 6 paradas, 320 kg de carga '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITA010c,"Suministro e instalación completa de ascensor eléctrico de adherencia de 1 m/s de velocidad, 4 paradas, 450 kg de carga nominal, con capacidad para 6 personas, nivel básico de acabado en cabina de 100","Levenshtein=1 contra código ITA010d: 'Suministro e instalación completa de ascensor eléctrico de adherencia de 1 m/s de velocidad, 6 paradas, 450 kg de carga '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITC010c,"Suministro e instalación de montacargas hidráulico para 100 kg, de 3 paradas (6 m), de 1x1 m de plataforma, con guías y un pistón. Totalmente montado, conexionado y probado.","Levenshtein=1 contra código ITC010d: 'Suministro e instalación de montacargas hidráulico para 400 kg, de 3 paradas (6 m), de 1x1 m de plataforma, con guías y '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITC010c,"Suministro e instalación de montacargas hidráulico para 100 kg, de 3 paradas (6 m), de 1x1 m de plataforma, con guías y un pistón. Totalmente montado, conexionado y probado.","Levenshtein=3 contra código ITC010e: 'Suministro e instalación de montacargas hidráulico para 1500 kg, de 3 paradas (6 m), de 2x2 m de plataforma, con guías y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITC010d,"Suministro e instalación de montacargas hidráulico para 400 kg, de 3 paradas (6 m), de 1x1 m de plataforma, con guías y un pistón. Totalmente montado, conexionado y probado.","Levenshtein=4 contra código ITC010e: 'Suministro e instalación de montacargas hidráulico para 1500 kg, de 3 paradas (6 m), de 2x2 m de plataforma, con guías y'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITE010d,"Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una altura de 3 m, con un ancho útil de 1 m, balaustrada de 1 m, capacidad de transp","Levenshtein=1 contra código ITE010e: 'Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITE010d,"Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una altura de 3 m, con un ancho útil de 1 m, balaustrada de 1 m, capacidad de transp","Levenshtein=1 contra código ITE010f: 'Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,ITE010e,"Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una altura de 4 m, con un ancho útil de 1 m, balaustrada de 1 m, capacidad de transp","Levenshtein=1 contra código ITE010f: 'Suministro e instalación completa de escalera mecánica eléctrica, para interior, de 30° de inclinación, para salvar una '",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,IVN030,"Suministro y montaje de aspirador giratorio con sombrero dinámico, de aluminio (Dureza H-24), para conducto de salida de 250 mm de diámetro exterior, para ventilación natural. Incluso elementos de fij","Levenshtein=1 contra código IVN030b: 'Suministro y montaje de aspirador giratorio con sombrero dinámico, de aluminio (Dureza H-24), para conducto de salida de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,IVV020,"Suministro y montaje de conducto circular de ventilación formado por tubo de chapa de acero galvanizado de pared simple lisa, autoconectable macho-hembra, de 250 mm de diámetro y 0,6 mm de espesor de ",Levenshtein=2 contra código IVV020b: 'Suministro y montaje de conducto circular de ventilación formado por tubo de chapa de acero galvanizado de pared simple ',Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,IVV030b,"Suministro y montaje de conducto de ventilación, formado por tubo liso de PVC, de 110 mm de diámetro exterior, pegado mediante adhesivo, colocado en posición vertical. Incluso material auxiliar para m","Levenshtein=2 contra código IVV030c: 'Suministro y montaje de conducto de ventilación, formado por tubo liso de PVC, de 125 mm de diámetro exterior, pegado me'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCL060b,"Suministro y montaje de carpintería de aluminio, anodizado natural, para conformado de ventana, abisagrada oscilobatiente de apertura hacia el interior, de 60x60 cm, serie alta, formada por una hoja, ","Levenshtein=2 contra código LCL060d: 'Suministro y montaje de carpintería de aluminio, anodizado natural, para conformado de ventana, abisagrada oscilobatient'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCL060n,"Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada practicable de apertura hacia el interior, de 60x60 cm, serie alta, formada por una hoja, c","Levenshtein=2 contra código LCL060r: 'Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada practicable'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCL060o,"Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada practicable de apertura hacia el interior, de 60x60 cm, serie alta, formada por una hoja, c","Levenshtein=2 contra código LCL060s: 'Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada practicable'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCL060p,"Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada oscilobatiente de apertura hacia el interior, de 60x60 cm, serie alta, formada por una hoja","Levenshtein=2 contra código LCL060u: 'Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada oscilobatie'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCL060q,"Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada oscilobatiente de apertura hacia el interior, de 60x60 cm, serie alta, formada por una hoja","Levenshtein=2 contra código LCL060t: 'Suministro y montaje de carpintería de aluminio, lacado color blanco, para conformado de ventana, abisagrada oscilobatie'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015,"Suministro y montaje de carpintería exterior de madera de pino, para fijo de 600x600 mm, marco de 68x78 mm de sección, junquillos y tapajuntas de madera maciza de 70x15 mm, con capacidad para recibir ","Levenshtein=1 contra código LCM015j: 'Suministro y montaje de carpintería exterior de madera de pino, para fijo de 600x800 mm, marco de 68x78 mm de sección, j'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015a,"Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 600x600 mm, marco de 68x78 mm de sección, moldura recta, junquillos y tapajuntas de madera maciza de 70x15 mm, con capacid","Levenshtein=3 contra código LCM015b1: 'Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 1200x800 mm, marco de 68x78 mm de sección,'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015a,"Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 600x600 mm, marco de 68x78 mm de sección, moldura recta, junquillos y tapajuntas de madera maciza de 70x15 mm, con capacid","Levenshtein=4 contra código LCM015c1: 'Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 1200x1200 mm, marco de 68x78 mm de sección'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015b1,"Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 1200x800 mm, marco de 68x78 mm de sección, moldura recta, junquillos y tapajuntas de madera maciza de 70x15 mm, con capaci","Levenshtein=2 contra código LCM015c1: 'Suministro y montaje de carpintería exterior de madera de iroko, para fijo de 1200x1200 mm, marco de 68x78 mm de sección'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015c,"Suministro y montaje de carpintería exterior de madera de pino, para ventana abisagrada, de 1000x1200 mm, hoja y marco de 68x78 mm de sección, junquillos, tapajuntas de madera maciza de 70x15 mm y vie","Levenshtein=1 contra código LCM015h: 'Suministro y montaje de carpintería exterior de madera de pino, para ventana abisagrada, de 1200x1200 mm, hoja y marco d'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015d,"Suministro y montaje de carpintería exterior de madera de iroko, para ventana abisagrada, de 600x800 mm, hoja de 68x78 mm de sección y marco de 68x78 mm, moldura recta, junquillos, tapajuntas de mader","Levenshtein=4 contra código LCM015e1: 'Suministro y montaje de carpintería exterior de madera de iroko, para ventana abisagrada, de 1200x1200 mm, hoja de 68x78'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
similar_description,LCM015e,"Suministro y montaje de carpintería exterior de madera de pino, para puerta abisagrada, de 800x2200 mm, hoja y marco de 68x78 mm de sección, junquillos, tapajuntas de madera maciza de 70x15 mm y viert","Levenshtein=2 contra código LCM015g: 'Suministro y montaje de carpintería exterior de madera de pino, para puerta abisagrada, de 1500x2200 mm, hoja y marco de'",Verificar si son la misma partida con typos / puntuación distinta. Fusionar si procede.,warning
